,y_test,Random Forest,SVM,Extra Trees,Logistic Regression,Random Forest_proba,SVM_proba,Extra Trees_proba,Logistic Regression_proba
28,0,0,0,0,0,0.0,7.247589525480681e-05,0.0,0.0017657220753204553
29,1,1,1,1,1,0.985,0.9930643498080219,1.0,0.9999879663932835
30,0,0,0,0,0,0.0,3.552728358030942e-07,0.0,0.00013874863024819227
31,0,0,0,0,0,0.0,0.001807376289885124,0.0,0.0058070302696141465
32,0,0,0,0,0,0.005,2.2122113966861005e-06,0.0025,0.00029406617823125766
33,0,0,0,0,0,0.0,2.9524908388351776e-06,0.0025,0.0008183087887273009
34,0,0,0,0,0,0.0,1.917308009659513e-06,0.0,0.0005676978606241372
35,0,0,0,0,0,0.08,0.006760747083928195,0.0275,0.23650235610594583
36,0,0,0,0,0,0.01,0.00010508375263358726,0.0075,0.0005267083999423144
37,0,0,0,0,0,0.005,3.614385557894795e-05,0.0,0.002751080273790961
38,0,0,0,0,0,0.0,0.00023271857996442084,0.0,7.668847158007463e-05
39,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,0.00030193803982751766
40,0,0,0,0,1,0.19,0.08751219804964112,0.245,0.7706603239373097
41,0,0,0,0,0,0.0,0.006473866099004904,0.0025,1.0158841468906382e-06
42,0,0,0,0,0,0.205,0.005580164166738182,0.2275,0.19892414377599674
43,0,0,0,0,0,0.0,2.527514557325266e-06,0.0025,0.00036029626517687484
44,1,1,1,1,1,0.995,0.9921310218462638,1.0,0.9999247186917695
45,0,0,0,0,0,0.0,4.462690461430358e-07,0.0,0.003136758423979084
46,0,0,0,0,0,0.01,9.256062212078502e-07,0.005,0.0009036146268083682
47,0,0,0,0,0,0.015,0.001962139237308588,0.01,0.023246591322558463
48,0,0,0,0,0,0.0,1.8810010077960765e-05,0.02,0.003427605036410489
49,0,0,0,0,0,0.005,0.005065220368014751,0.0125,0.007539159806338524
50,0,0,0,0,0,0.0,0.00019307152629639496,0.0,0.0001271234573729947
51,0,0,0,0,0,0.0,0.00016582510462431264,0.0,0.00011633696785617242
52,0,0,0,0,0,0.0,1.0952290519435767e-07,0.0025,4.3977187877905795e-05
53,0,0,0,0,0,0.0,1.627117390230868e-07,0.0025,0.00024372782736428915
54,0,0,0,0,0,0.0,0.0002592759915936443,0.0,0.00103590949769942
55,0,0,0,0,0,0.01,0.0057757139006672205,0.02,0.05944507754594819
56,0,0,0,0,0,0.0,0.0007640095875939686,0.0,1.584431966216721e-05
57,0,0,0,0,0,0.015,0.0010655046912031291,0.0,3.0332345553877708e-05
58,1,1,1,1,1,0.84,0.9928490455320447,0.8225,0.998750955842121
59,0,0,0,0,0,0.005,2.4002404898213913e-06,0.005,0.0010892854405442397
60,1,1,1,1,1,0.945,0.9999994983890087,0.96,0.9285001206283207
61,0,0,0,0,1,0.095,0.0007755572479699025,0.1,0.8125866236317063
62,1,1,1,1,1,0.585,0.9910420626287207,0.7,0.9734974044958357
63,0,0,0,0,0,0.0,0.0014623346439369578,0.0,0.0012061967776778064
64,0,0,0,0,0,0.005,2.5207440424163063e-05,0.0075,1.5164817325983236e-05
65,0,0,0,0,0,0.0,0.0011623053137673628,0.0,0.0005066767735570256
66,0,0,0,0,0,0.0,0.0005777809608309121,0.0,0.0002799153639271919
67,0,0,0,0,0,0.0,0.0011317537552299106,0.0,0.00045206558672364404
68,0,0,0,0,0,0.0,8.81125069128173e-07,0.005,4.86279177678972e-05
69,0,0,0,0,0,0.0,0.0016484506897416935,0.0,0.00029539905109870254
70,0,0,0,0,0,0.0,0.005266210254467962,0.015,0.002890337708667703
71,0,0,0,0,0,0.0,0.00022670618426469413,0.0,0.0003068646416270282
72,0,0,0,0,0,0.005,0.006759503500067734,0.03,0.006317334913820273
73,0,0,0,0,0,0.0,0.000458996784811531,0.0,0.0007624096251459799
74,0,0,0,0,0,0.0,0.0018748859725492403,0.0025,0.003137959245809768
75,0,0,0,0,0,0.0,0.00023577732606957493,0.0,5.936670100538483e-05
76,0,0,0,0,0,0.0,2.8339941355088596e-06,0.0025,0.0004093107931201701
77,0,0,0,0,0,0.0,0.00032038071054729444,0.005,0.03469935428141276
78,0,0,0,0,0,0.0,3.01782173764547e-05,0.005,0.0034952569699430143
79,1,1,1,1,1,0.985,0.9943001752491692,0.9975,0.9997873663737394
80,0,0,0,0,0,0.03,6.0131755558600674e-05,0.02,0.003322931017990447
81,0,0,0,0,0,0.0,6.455986690727018e-05,0.0,1.822046344659542e-06
82,1,1,1,1,1,1.0,0.9932994126416028,0.9975,0.9998868299450615
83,0,0,0,0,0,0.0,0.0004516403691028718,0.0,0.00016584441583266662
84,1,0,0,0,1,0.15,0.3484038399572953,0.28,0.5918032243413904
85,0,0,0,0,0,0.0,1.2714861161300685e-06,0.0,0.01981921537084064
86,0,0,0,0,0,0.0,0.00031507736568879834,0.0,0.00014855562120525784
87,0,0,0,0,0,0.0,0.001408087496844707,0.0,4.0969218460535405e-06
88,1,1,1,1,1,0.97,0.9932962772243492,0.99,0.9999936796456195
89,0,0,0,0,0,0.0,3.718471005077596e-05,0.0,0.000592176413105082
90,1,1,1,1,1,0.945,0.9999846246284952,0.89,0.9952724671098171
91,0,0,0,0,0,0.005,0.00024517066551795196,0.0375,0.017688656874226247
92,0,0,0,0,0,0.0,9.330988512860646e-06,0.0,0.00038044545328222044
93,0,0,0,0,0,0.0,0.0010128099352197434,0.0,0.035861515273031934
94,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,1.7105171262520814e-05
95,1,0,1,0,1,0.42,0.9163520364905018,0.47,0.9876086618374792
96,0,0,0,0,0,0.0,8.306649693682225e-05,0.0,1.1289687730635522e-05
97,0,0,0,0,0,0.01,1.0000000994736041e-07,0.0075,0.000675404826576126
98,0,0,0,0,0,0.01,1.7255885580505018e-06,0.015,0.00021895089417380074
99,0,0,0,0,0,0.0,1.1185070674246897e-05,0.0,0.0005819725479269766
100,0,0,0,0,0,0.005,0.0009042495064108442,0.0175,0.057372147581839186
101,0,0,0,0,0,0.135,0.009377174080203473,0.0525,0.4567353358701292
102,0,0,0,0,0,0.0,0.0007684465255844661,0.0,1.7001331912382533e-07
103,0,0,0,0,0,0.0,2.5712645550552718e-05,0.0,1.504439417439031e-05
104,0,0,0,0,0,0.0,8.672274616733129e-05,0.0,0.00011225696724306063
105,0,0,0,0,0,0.015,0.0001330815528599935,0.0525,0.034241516519970976
106,0,0,0,0,0,0.005,0.004797258807979184,0.005,0.232356598782055
107,0,0,0,0,0,0.005,0.0022338970506775844,0.005,0.001994002334262155
108,0,0,0,0,0,0.0,5.23388198527268e-06,0.0,2.955753346384103e-05
109,0,0,0,0,0,0.035,0.03651668668069652,0.1,0.020222289696187366
110,0,0,0,0,0,0.035,7.509764171758797e-06,0.0175,0.0063045996476370735
111,1,1,1,1,1,0.945,0.9999999458505235,0.96,0.9979624914633679
112,0,0,0,0,0,0.005,0.0001963127563241833,0.0,6.825063941236484e-06
113,0,0,0,0,0,0.0,1.744590519655517e-05,0.0125,0.010637313570354016
114,0,0,0,0,0,0.0,0.0007227338153951649,0.0,0.00010709288690757842
115,0,0,0,0,0,0.0,1.1748442742566635e-05,0.0,0.0012979678251026775
116,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0075,0.00018001051003013697
117,0,0,0,0,0,0.0,8.51288425642772e-05,0.005,0.015012999399467637
118,0,0,0,0,0,0.045,3.10557539608469e-05,0.075,0.0004487144325008118
119,0,0,0,0,0,0.11,0.006227555357140067,0.1075,0.2637507887981574
120,0,0,0,0,0,0.0,1.071379771332289e-06,0.0,0.000974028310707815
121,0,0,0,0,0,0.02,1.0623978767398315e-05,0.005,6.83418368943408e-05
122,1,1,1,1,1,0.685,0.9999999908367061,0.8125,0.9999780501651648
123,0,0,0,0,0,0.005,0.00018591987783247717,0.005,0.008278897831130377
124,1,1,1,1,1,0.805,0.9943698714846495,0.7825,0.9976264188850286
125,0,0,0,0,0,0.0,6.043897912110624e-05,0.0,0.07586367632313161
126,1,1,1,1,1,0.94,0.9999999269527188,0.9425,0.9845442393357169
127,0,0,0,0,0,0.02,0.0002860795571493426,0.05,0.11169992424484809
128,0,0,0,0,0,0.0,0.0006940242625303048,0.0,6.392081128633314e-05
129,0,0,0,0,0,0.0,0.0004713620286653129,0.0,0.00025573246443466
130,0,0,0,0,0,0.01,0.0012545310708438342,0.0025,0.0002583565139457522
131,0,0,0,0,0,0.0,0.00025298114849932736,0.0,1.2674584252225178e-05
132,0,0,0,0,0,0.0,0.0001592407874777746,0.0,0.0008690786797809055
133,0,0,0,0,1,0.42,0.016118554796531428,0.2125,0.5081530250054227
134,1,1,1,1,1,0.82,0.9894715229123779,0.7825,0.9988477725608906
135,0,0,0,0,0,0.0,7.631879977058044e-06,0.0,6.975889484209153e-07
136,0,0,0,0,0,0.385,0.0015982177052713848,0.185,0.26303993042902113
137,0,0,0,0,0,0.19,0.044560913337639056,0.135,0.03943811189983674
138,0,0,0,0,0,0.0,7.205546187404356e-05,0.0,0.00032707487344117627
139,0,0,0,0,0,0.37,0.01757163146714342,0.2125,0.17818935625095572
140,0,0,0,0,0,0.0,4.367717741144017e-07,0.015,0.00011762952991828648
141,1,1,1,1,1,0.7,0.9967835756602117,0.795,0.8472051196566132
142,0,0,0,0,0,0.0,2.4479873625003917e-06,0.0,1.3907163417516577e-05
143,0,0,0,0,0,0.0,4.1718871598061003e-07,0.0,0.00025140335475331004
144,1,1,1,1,1,0.965,0.9805838105859292,0.9875,0.999999999594813
145,0,0,0,0,0,0.0,1.213200462956753e-05,0.005,5.945163591410756e-06
146,0,0,0,0,0,0.0,8.474999992018643e-05,0.0,0.00013592527005303645
147,0,0,0,0,0,0.015,0.0002467413909699386,0.0025,0.11379739869816928
148,0,0,0,0,0,0.0,0.0008705305137582225,0.0,0.0013187200986365744
149,0,0,0,0,0,0.0,1.2558145707640492e-06,0.01,0.007809996703898013
150,0,0,0,0,0,0.0,2.0292991841597094e-07,0.0,0.00019787202547890426
151,0,0,0,0,1,0.235,0.22011582973148341,0.3675,0.987650995569144
152,0,0,0,0,1,0.115,0.04831989884458171,0.0925,0.999964620278683
153,0,0,0,0,0,0.0,0.0003186518747434092,0.0,7.020781260604808e-05
154,0,0,0,0,0,0.0,1.4007523271639078e-07,0.0,1.3968007451943872e-05
155,0,0,0,0,0,0.01,1.100643656342795e-07,0.02,0.0015518980476290265
156,0,0,0,0,0,0.105,0.01089417325681625,0.0725,0.2835213262290604
157,0,0,0,0,0,0.01,0.00010852827740384976,0.005,0.011331775302682017
158,0,0,0,0,0,0.0,3.2686730348479076e-07,0.0,0.0013751457837829332
159,0,0,0,0,0,0.0,1.311416061723716e-05,0.0025,0.0036540680751516925
160,0,0,0,0,0,0.0,0.0004355443894408082,0.0,8.407890701359767e-05
161,0,0,0,0,0,0.0,1.5528372488058635e-05,0.0025,0.0031744950612597445
162,1,1,1,1,1,0.695,0.9999971673551423,0.705,0.5645564238636464
163,0,0,0,0,0,0.0,0.003697692605876002,0.0,0.023133718340579663
164,1,1,1,1,1,0.99,0.9966865117440655,0.9925,0.9999745962183032
165,0,0,0,0,0,0.055,0.0023541517444338645,0.06,0.1142426785634887
166,0,0,0,0,0,0.08,0.003796211858269414,0.0575,0.00019207105640326754
167,0,0,0,0,0,0.0,0.0003539011646117077,0.0,2.1129313262473382e-05
168,0,0,0,0,0,0.0,4.3625198359032075e-06,0.0,0.00046819879992983577
169,0,0,0,0,0,0.0,2.2204775939717167e-06,0.0025,0.0005358741814262076
170,0,0,0,0,0,0.0,0.000820977809896222,0.0,0.0002447275150196216
171,1,1,1,1,1,0.92,0.9862290151475039,0.9725,0.9999996634080544
172,0,0,0,0,0,0.065,0.0023711523592883366,0.06,0.0949333497156804
173,0,0,0,0,0,0.035,0.00011371871700935038,0.035,0.3679769856590156
174,1,1,1,1,1,0.82,0.9229538470784675,0.8125,0.9999999649350216
175,0,0,0,0,0,0.0,3.1002970188388656e-07,0.0,0.0015397991657226768
176,0,0,0,0,0,0.0,3.180766452068297e-06,0.0,3.160676941320402e-05
177,0,0,0,0,0,0.005,0.0012578038433381756,0.0025,0.0013741630954174464
178,0,0,0,0,0,0.005,1.7487625597114822e-07,0.0,0.0008830900588687788
179,1,0,0,0,1,0.45,0.2714857856432497,0.41,0.8066950446753697
180,0,0,0,0,0,0.0,0.0024202642897934146,0.0,0.00010130884850099374
181,0,0,0,0,0,0.0,2.2683869227021064e-06,0.0025,0.00025608492449462664
182,0,0,0,0,0,0.005,1.0000000994736041e-07,0.0,5.224716480348138e-06
183,0,0,0,0,0,0.0,0.00014245163078439066,0.0,8.417722418090175e-05
184,0,0,0,0,0,0.01,4.260415769809672e-05,0.0,0.005412131733157258
185,1,1,1,1,1,0.685,0.9999943586468525,0.8875,0.9621241047649806
186,0,0,0,0,0,0.0,1.6616690706024698e-05,0.0,1.4794620905253266e-06
187,0,0,0,0,0,0.0,0.00026602684172782784,0.0,0.00014195511941976296
188,0,0,0,0,0,0.0,0.0006741610940238429,0.0,0.002141878876346598
189,0,0,0,0,0,0.015,0.00025242927939804006,0.05,0.00545011322409182
190,0,0,0,0,0,0.005,0.0003353796820344996,0.0,0.00023571099471885712
191,0,0,0,0,0,0.01,1.6172078493809842e-07,0.0,0.0003229575581534122
192,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,0.0008406930142802081
193,0,0,0,0,0,0.0,0.0016216248936191037,0.0,0.0005485405221663808
194,0,0,0,0,0,0.15,0.005857861041743709,0.18,0.031625228212145
195,0,0,0,0,0,0.0,1.8019471397298063e-05,0.0025,0.01165526627889561
196,0,0,0,0,0,0.045,2.1655643579087597e-05,0.01,8.420333148959781e-05
197,0,0,0,0,0,0.0,0.0005505470988824881,0.0,0.0010043430077044506
198,0,0,0,0,0,0.0,9.721894580582216e-06,0.0,0.001182715370888494
199,0,0,0,0,0,0.0,0.0002684802144970989,0.0,0.0035063438864150237
200,0,0,0,0,1,0.07,0.0008522384667136493,0.0375,0.7684837847971135
201,0,0,0,0,0,0.005,0.0005884075962876452,0.05,0.032436736639032814
202,1,1,1,1,1,0.815,0.999999727651083,0.9225,0.9999999972670701
203,0,0,0,0,0,0.0,5.7567312455586543e-05,0.0,0.0003383557091464581
204,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,6.369931047699015e-06
205,0,0,0,0,0,0.01,0.00015374975446439925,0.0,4.966835692841697e-05
206,0,0,0,0,0,0.04,0.0014326388043967306,0.0075,0.12803558813181085
207,0,0,0,0,1,0.295,0.00019632161824839918,0.1525,0.650131441514878
208,0,0,0,0,0,0.045,1.0000000994736041e-07,0.0175,0.00035143889613040277
209,0,0,0,0,0,0.01,1.0000000994736041e-07,0.005,0.0006968370542415411
210,0,0,0,0,0,0.0,0.0002553275055894585,0.0,2.7331050334987212e-05
211,0,0,0,0,0,0.0,8.723404982654084e-05,0.0,0.00011991878361032662
212,1,1,1,1,1,1.0,0.9999999962496037,0.9925,0.9955549183305697
213,0,0,0,0,0,0.0,0.0012639441725080954,0.0,0.00032489779347492356
214,0,0,0,0,0,0.0,6.7844852711011294e-06,0.0,6.574214371524464e-07
215,0,0,0,0,0,0.04,3.170970402165668e-05,0.0425,0.004041572330609144
216,0,0,0,0,0,0.0,9.803044109622172e-07,0.0,1.790677050891521e-06
217,0,0,0,0,0,0.0,8.183463406484142e-05,0.0025,0.0356845448686774
218,1,1,1,1,1,0.96,0.9999999998458947,0.935,0.9995867713132169
219,0,0,0,0,0,0.05,0.0073357474147351925,0.035,0.09821061000584437
220,0,0,0,0,0,0.0,3.969094999497699e-06,0.0,0.00016046302126797844
221,0,0,0,0,0,0.0,0.0002238827568874978,0.0025,3.057714749232374e-06
222,0,0,0,0,0,0.01,0.0001150771189278764,0.005,0.004406086027110032
223,0,0,0,0,0,0.02,0.000233912766656806,0.01,0.193927339186886
224,0,0,0,0,0,0.005,0.0018769767559904948,0.0225,0.02158418748136492
225,0,0,0,0,0,0.01,7.115753734778135e-07,0.0075,0.003830373244287129
226,0,0,0,0,0,0.11,0.0001196804242023369,0.0975,3.149908278009589e-07
227,0,0,0,0,0,0.0,4.467551035495435e-07,0.0,0.004432161189893387
228,0,0,0,0,0,0.005,6.512352367815656e-06,0.005,0.0014429453079382454
229,0,0,0,0,0,0.0,0.0008659228982179662,0.0,0.0014393841223888264
230,0,0,0,0,0,0.0,0.0011157780308175159,0.0,3.3251632044261936e-05
231,0,0,0,0,0,0.0,0.0007488796659262543,0.0,1.7904603714839835e-05
232,0,0,0,0,0,0.03,5.3889795710412496e-05,0.075,0.0010002052782648967
233,0,0,0,0,0,0.03,0.0008603797501189616,0.015,0.0002346916534221833
234,0,0,0,0,0,0.0,3.1367065716512313e-06,0.0025,0.00019916954216699464
235,0,0,0,0,0,0.0,9.919350021865602e-07,0.0,0.0002532256406265666
236,0,0,0,0,0,0.01,7.688837719701302e-07,0.0,0.000685212717978663
237,0,0,0,0,0,0.0,1.8067229358610747e-06,0.0,0.0004925935232027186
238,0,0,0,0,0,0.015,4.6701497055487934e-05,0.0,0.010750480036751432
239,0,0,0,0,0,0.1,0.02023204994494806,0.055,0.25389910023942724
240,0,0,0,0,0,0.035,3.42896465318357e-05,0.0125,0.028046827214022945
241,1,1,1,1,1,1.0,0.994540965637801,1.0,0.9999924510372589
242,0,0,0,0,0,0.0,0.00036606028834389274,0.005,0.001497041327363611
243,0,0,0,0,0,0.0,1.2589229300739211e-07,0.0,0.00024241004834994019
244,0,0,0,0,0,0.02,1.4948326296261896e-05,0.005,0.00031483281276088385
245,0,0,0,0,0,0.35,0.0004242971419603608,0.15,0.06037771425360904
246,0,0,0,0,0,0.0,1.3585047824413924e-06,0.005,5.826274748798845e-07
247,0,0,0,0,0,0.0,1.9967724741727807e-07,0.0025,0.005170508181571147
248,1,1,1,1,1,0.63,0.9929878652624649,0.81,0.9801108010330044
249,1,1,1,1,1,0.985,0.9999998460079593,0.9825,0.9989982984492999
250,1,1,1,1,1,0.585,0.9635165306334946,0.6425,0.9937580488437133
251,0,0,0,0,0,0.005,2.2800224931738187e-06,0.0025,0.004809149916966963
252,0,0,0,0,0,0.215,0.002027720444577911,0.155,0.3401736096079478
253,1,1,1,1,1,0.96,0.9999925265931078,0.9225,0.9427167646817373
254,1,1,1,1,1,0.57,0.8621482735061423,0.68,0.9983797533773766
255,1,1,1,1,1,0.675,0.9472183590542408,0.6575,0.9999509964156011
256,0,0,0,0,0,0.01,0.0005243683911626662,0.0075,0.003218300618154642
257,1,1,1,1,1,0.855,0.9972793911507644,0.8825,0.9974758082614505
258,0,0,0,0,1,0.135,0.02426156738273287,0.1075,0.5820005046008134
259,0,0,0,0,0,0.0,0.002077577501973804,0.0,5.185977453279889e-05
260,0,0,0,0,0,0.005,9.815922147987681e-07,0.01,0.0011665147967154141
261,0,0,0,0,0,0.015,0.00018700477430297043,0.0025,2.0204312431078714e-07
262,0,0,0,0,0,0.005,2.196468856735724e-05,0.0,3.17875364085889e-07
263,1,1,1,1,1,0.99,0.9950181580743551,1.0,0.9999985919912723
264,1,0,1,0,1,0.33,0.9192998114458315,0.3625,0.9790487817102557
265,0,0,0,0,0,0.005,3.188672205181167e-06,0.0025,0.001530526792592168
266,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,9.074237792383724e-05
267,0,0,0,0,0,0.0,0.00012494012768703657,0.0,0.005091585316096711
268,0,0,0,0,0,0.0,9.858809066787393e-06,0.0025,0.00013222135190609107
269,0,0,0,0,0,0.005,1.3682030076766807e-05,0.0025,0.0009538938467717697
270,0,0,0,0,0,0.0,4.787298462410221e-07,0.0075,1.616624065603328e-05
271,0,0,0,0,0,0.0,2.8694861951006013e-05,0.015,0.0036930698405587075
272,0,0,0,0,0,0.04,0.0008542883879902381,0.0475,0.017977895134076043
273,0,0,0,0,0,0.01,4.2112844501082873e-05,0.025,0.0030856304892053934
274,0,0,0,0,0,0.005,1.0598063522641929e-05,0.0025,0.0005148612545915911
275,0,0,0,0,0,0.005,0.0005086312644826912,0.0,0.0011225784567108262
276,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,7.243749438436698e-06
277,1,1,1,1,1,0.88,0.9846430736505133,0.96,0.9999980134479747
278,0,0,0,0,0,0.0,3.5435106886154376e-05,0.0025,0.00011936484034500339
279,0,0,0,0,0,0.0,0.002357307039231152,0.0025,0.0006250239725857708
280,0,0,0,0,0,0.015,6.986805670152095e-05,0.025,0.001963320913284516
281,1,1,1,1,1,0.69,0.9952441006550512,0.6575,0.928780164887262
282,0,0,0,0,0,0.005,7.16472276803653e-07,0.0025,0.0022311073537342983
283,0,0,0,0,0,0.01,0.00018081520136191078,0.0125,0.00031374401981529564
284,0,0,0,0,0,0.0,2.6978316206567565e-06,0.0075,0.028195041766224477
285,0,0,0,0,0,0.035,0.0008949384895010358,0.025,0.011471990753943395
286,0,0,0,0,0,0.0,0.0005621939905789516,0.0,0.0002959628165258141
287,0,0,0,0,0,0.015,4.947346420413889e-05,0.0225,0.0060252875382211316
288,0,0,0,0,0,0.0,1.8077830680886244e-07,0.005,0.0062036751046050664
289,0,0,0,0,0,0.0,0.001278177319890993,0.0,0.0013850652551441864
290,0,0,0,0,1,0.12,0.01019652540415251,0.09,0.9241297135845647
291,0,0,0,0,0,0.0,2.5163467790862076e-05,0.0,7.89597067420126e-05
292,0,0,0,0,0,0.0,9.228824316584494e-06,0.0,1.2590969675570802e-05
293,0,0,0,0,0,0.0,0.0003945029395939269,0.0,0.002121211129161943
294,0,0,0,0,0,0.0,6.644557061980079e-07,0.0,0.00021612474307947205
295,0,0,0,0,0,0.0,7.919916431282376e-07,0.0,0.014606314444077716
296,1,1,1,1,1,0.935,0.9885193369892034,0.9475,0.9710740260655021
297,0,0,0,0,0,0.005,5.990401491286789e-06,0.0,1.2108165253358559e-05
298,0,0,0,0,0,0.005,9.587917107039443e-07,0.0025,0.001079938097161532
299,0,0,0,0,0,0.0,6.427297449677515e-07,0.0,0.0005789596160677747
300,1,1,1,1,1,0.775,0.9523193182116025,0.8,0.9996387037764354
301,0,0,0,0,0,0.0,1.8194058272906585e-06,0.0,0.0004275092171914915
302,0,0,0,0,0,0.03,0.00013124571985722442,0.005,2.65980662193826e-06
303,0,0,0,0,0,0.01,0.0006183959707945373,0.0275,0.022625110082372064
304,0,0,0,0,0,0.05,0.00014939455666105787,0.0325,0.003629889413377753
305,0,0,0,0,0,0.0,2.1710977959191273e-06,0.0,0.00011950920661708185
306,0,0,0,0,0,0.025,0.02629500705656311,0.015,0.14566492081488439
307,0,0,0,0,0,0.0,1.2814146774697627e-06,0.0,1.7701863150660998e-05
308,0,0,0,0,0,0.005,1.0000000994736041e-07,0.0,1.3232409075133483e-05
309,0,0,0,0,0,0.015,1.1352838891226962e-06,0.0025,0.00017386794523864137
310,0,0,0,0,0,0.03,0.006232330861781587,0.0175,0.004186255215680559
311,0,0,0,0,0,0.07,0.0106486887405321,0.06,0.4288998069731873
312,0,0,0,0,0,0.0,3.914583910915247e-05,0.0,0.0006715005043817592
313,0,0,0,0,0,0.0,6.428737351810439e-06,0.0,9.189884704245615e-05
314,0,0,0,0,0,0.095,7.587842626829312e-05,0.0775,0.4040421811941203
315,0,0,0,0,0,0.005,1.568232862868101e-06,0.0025,0.04748797550388372
316,0,0,0,0,0,0.145,0.0004868145569310554,0.18,0.4285602984776034
317,0,0,0,0,0,0.0,2.619227150677099e-06,0.0,8.84884956233173e-08
318,0,0,0,0,0,0.005,5.990401491286789e-06,0.0,1.2108165253358559e-05
319,0,0,0,0,0,0.02,2.7862593414263364e-05,0.0125,5.419605236857171e-05
320,0,0,0,0,0,0.0,5.6001330532134975e-05,0.0,0.18383645641508845
321,0,0,0,0,0,0.015,0.006183276459733123,0.005,0.29274514598176654
322,0,0,0,0,0,0.0,0.00012382912557638398,0.0,0.00011466393343005086
323,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,7.961321398383326e-05
324,0,0,0,0,0,0.0,0.0008297887466767232,0.0,3.995754019335941e-05
325,1,1,1,1,1,1.0,0.9999999995231363,0.9975,0.9999410872488094
326,1,1,1,1,1,0.955,0.9956668370103663,0.8875,0.9976391683514777
327,0,0,0,0,0,0.0,1.3105633988115493e-05,0.0,1.2130688650762665e-05
328,0,0,0,0,0,0.005,8.137106479580832e-07,0.0025,2.0200927637009175e-05
329,1,1,1,1,1,0.97,0.9872030577177433,0.97,0.9974750199218516
330,1,1,1,1,1,0.805,0.8779897061724473,0.815,0.9934557694712473
331,0,0,0,0,0,0.005,5.262026916407177e-07,0.0,3.539321686637802e-05
332,0,0,0,0,0,0.0,0.0008598257141599081,0.005,0.0005728327871582561
333,1,1,1,1,1,0.81,0.9875238222551022,0.8325,0.9993877851184169
334,0,0,0,0,0,0.015,0.0004290510502659278,0.02,0.1501994624101408
335,0,0,0,0,0,0.04,3.793905994820342e-05,0.0075,0.16617563254733783
336,0,0,0,0,0,0.0,0.0012025160262421127,0.0,6.090373833813155e-05
337,0,0,0,0,0,0.0,0.0013598744111309059,0.02,0.016497506742561452
338,0,0,0,0,0,0.01,0.00681908896446822,0.0025,0.003996935128982444
339,0,0,0,0,0,0.01,0.00024681824441521186,0.005,0.0021575377208903654
340,0,0,0,0,0,0.0,2.4204583314219668e-05,0.005,0.0008892384895777754
341,1,1,1,1,1,0.945,0.9999952848175095,0.9475,0.9994431051152558
